"","province","date","total_cases","new_cases","total_deaths","new_deaths","total_recovered","new_recovered","active_today"
"541","Ontario",2020-03-13,79,20,1,0,0,0,78
"542","Ontario",2020-03-14,79,0,1,0,0,0,78
"543","Ontario",2020-03-15,103,24,1,0,0,0,102
"544","Ontario",2020-03-16,145,42,1,0,0,0,144
"545","Ontario",2020-03-17,177,32,1,0,0,0,176
"546","Ontario",2020-03-18,189,12,1,0,0,0,188
"547","Ontario",2020-03-19,258,69,2,1,0,0,256
"548","Ontario",2020-03-20,311,53,2,0,0,0,309
"549","Ontario",2020-03-21,377,66,3,1,0,0,374
"550","Ontario",2020-03-22,425,48,5,2,0,0,420
"551","Ontario",2020-03-23,503,78,6,1,0,0,497
"552","Ontario",2020-03-24,588,85,8,2,0,0,580
"553","Ontario",2020-03-25,688,100,13,5,0,0,675
"554","Ontario",2020-03-26,858,170,15,2,8,0,835
"555","Ontario",2020-03-27,993,135,18,3,8,0,967
"556","Ontario",2020-03-28,993,0,18,0,8,0,967
"557","Ontario",2020-03-29,1355,362,19,1,8,0,1328
"558","Ontario",2020-03-30,1706,351,33,14,431,423,1242
"559","Ontario",2020-03-31,1966,260,33,0,534,103,1399
"560","Ontario",2020-04-01,2392,426,37,4,689,155,1666
"561","Ontario",2020-04-02,2793,401,53,16,831,142,1909
"562","Ontario",2020-04-03,3255,462,67,14,0,0,3188
"563","Ontario",2020-04-04,3630,375,94,27,0,0,3536
"564","Ontario",2020-04-05,4038,408,119,25,1219,0,2700
"565","Ontario",2020-04-06,4347,309,132,13,1624,405,2591
"566","Ontario",2020-04-07,4726,379,153,21,0,0,4573
"567","Ontario",2020-04-08,5276,550,174,21,0,0,5102
"568","Ontario",2020-04-09,5759,483,200,26,0,0,5559
"569","Ontario",2020-04-10,6237,478,222,22,0,0,6015
"570","Ontario",2020-04-11,6648,411,253,31,0,0,6395
"571","Ontario",2020-04-12,7049,401,274,21,0,0,6775
"572","Ontario",2020-04-13,7470,421,291,17,0,0,7179
"573","Ontario",2020-04-14,7953,483,334,43,0,0,7619
"574","Ontario",2020-04-15,8447,494,385,51,0,0,8062
"575","Ontario",2020-04-16,8961,514,423,38,0,0,8538
"576","Ontario",2020-04-17,9525,564,478,55,0,0,9047
"577","Ontario",2020-04-18,10010,485,514,36,4875,4875,4621
"578","Ontario",2020-04-19,10578,568,553,39,5209,334,4816
"579","Ontario",2020-04-20,11184,606,584,31,5515,306,5085
"580","Ontario",2020-04-21,11735,551,622,38,5806,291,5307
"581","Ontario",2020-04-22,12245,510,659,37,6221,415,5365
"582","Ontario",2020-04-23,12879,634,713,54,6680,459,5486
"583","Ontario",2020-04-24,13519,640,763,50,7087,407,5669
"584","Ontario",2020-04-25,13995,476,811,48,7509,422,5675
"585","Ontario",2020-04-26,14432,437,835,24,8000,491,5597
"586","Ontario",2020-04-27,14856,424,892,57,8525,525,5439
"587","Ontario",2020-04-28,15381,525,951,59,8964,439,5466
"588","Ontario",2020-04-29,15728,347,996,45,9612,648,5120
"589","Ontario",2020-04-30,16187,459,1082,86,10205,593,4900
"590","Ontario",2020-05-01,16608,421,1121,39,10825,620,4662
"591","Ontario",2020-05-02,17119,511,1176,55,11390,565,4553
"592","Ontario",2020-05-03,17553,434,1216,40,12005,615,4332
"593","Ontario",2020-05-04,17923,370,1300,84,12505,500,4118
"594","Ontario",2020-05-05,18310,387,1361,61,12779,274,4170
"595","Ontario",2020-05-06,18722,412,1429,68,13222,443,4071
"596","Ontario",2020-05-07,19121,399,1477,48,13569,347,4075
"597","Ontario",2020-05-08,19598,477,1540,63,13990,421,4068
"598","Ontario",2020-05-09,19944,346,1599,59,14383,393,3962
"599","Ontario",2020-05-10,20238,294,1634,35,14772,389,3832
"600","Ontario",2020-05-11,20546,308,1669,35,15131,359,3746
"601","Ontario",2020-05-12,20907,361,1725,56,15391,260,3791
"602","Ontario",2020-05-13,21236,329,1765,40,15845,454,3626
"603","Ontario",2020-05-14,21581,345,1798,33,16204,359,3579
"604","Ontario",2020-05-15,21922,341,1825,27,16641,437,3456
"605","Ontario",2020-05-16,22313,391,1858,33,17020,379,3435
"606","Ontario",2020-05-17,22653,340,1881,23,17360,340,3412
"607","Ontario",2020-05-18,22957,304,1904,23,17638,278,3415
"608","Ontario",2020-05-19,23384,427,1919,15,17898,260,3567
"609","Ontario",2020-05-20,23774,390,1962,43,18190,292,3622
"610","Ontario",2020-05-21,24187,413,1993,31,18509,319,3685
"611","Ontario",2020-05-22,24628,441,2021,28,18767,258,3840
"612","Ontario",2020-05-23,25040,412,2048,27,19146,379,3846
"613","Ontario",2020-05-24,25500,460,2073,25,19477,331,3950
"614","Ontario",2020-05-25,25904,404,2102,29,19698,221,4104
"615","Ontario",2020-05-26,26191,287,2123,21,19958,260,4110
"616","Ontario",2020-05-27,26483,292,2155,32,20372,414,3956
"617","Ontario",2020-05-28,26866,383,2189,34,20673,301,4004
"618","Ontario",2020-05-29,27210,344,2230,41,20983,310,3997
"619","Ontario",2020-05-30,27533,323,2247,17,21353,370,3933
"620","Ontario",2020-05-31,27859,326,2266,19,21810,457,3783
"621","Ontario",2020-06-01,28263,404,2276,10,22153,343,3834
"622","Ontario",2020-06-02,28709,446,2293,17,22484,331,3932
"623","Quebec",2020-03-01,1,1,0,0,0,0,1
"624","Quebec",2020-03-03,1,0,0,0,0,0,1
"625","Quebec",2020-03-05,2,1,0,0,0,0,2
"626","Quebec",2020-03-06,2,0,0,0,0,0,2
"627","Quebec",2020-03-07,2,0,0,0,0,0,2
"628","Quebec",2020-03-08,3,1,0,0,0,0,3
"629","Quebec",2020-03-09,4,1,0,0,0,0,4
"630","Quebec",2020-03-11,7,3,0,0,0,0,7
"631","Quebec",2020-03-12,13,6,0,0,0,0,13
"632","Quebec",2020-03-13,17,4,0,0,0,0,17
"633","Quebec",2020-03-14,17,0,0,0,0,0,17
"634","Quebec",2020-03-15,24,7,0,0,0,0,24
"635","Quebec",2020-03-16,39,15,0,0,0,0,39
"636","Quebec",2020-03-17,50,11,0,0,0,0,50
"637","Quebec",2020-03-18,74,24,1,1,0,0,73
"638","Quebec",2020-03-19,121,47,1,0,0,0,120
"639","Quebec",2020-03-20,139,18,1,0,0,0,138
"640","Quebec",2020-03-21,202,82,4,3,0,0,198
"641","Quebec",2020-03-22,221,0,4,0,0,0,217
"642","Quebec",2020-03-23,221,407,4,0,0,0,217
"643","Quebec",2020-03-24,221,385,4,0,0,0,217
"644","Quebec",2020-03-25,1339,326,6,2,0,0,1333
"645","Quebec",2020-03-26,1629,290,8,2,2,0,1619
"646","Quebec",2020-03-27,2021,392,18,10,29,27,1974
"647","Quebec",2020-03-28,2498,477,22,4,29,0,2447
"648","Quebec",2020-03-29,2840,342,22,0,29,0,2789
"649","Quebec",2020-03-30,3430,590,25,3,29,0,3376
"650","Quebec",2020-03-31,4162,732,31,6,29,0,4102
"651","Quebec",2020-04-01,4611,449,33,2,29,0,4549
"652","Quebec",2020-04-02,5518,907,36,3,224,195,5258
"653","Quebec",2020-04-03,6101,583,61,25,0,0,6040
"654","Quebec",2020-04-04,6997,896,75,14,0,0,6922
"655","Quebec",2020-04-05,7944,947,94,19,0,0,7850
"656","Quebec",2020-04-06,8580,636,121,27,611,611,7848
"657","Quebec",2020-04-07,9340,760,150,29,0,0,9190
"658","Quebec",2020-04-08,10031,691,175,25,0,0,9856
"659","Quebec",2020-04-09,10912,881,216,41,0,0,10696
"660","Quebec",2020-04-10,11677,765,241,25,0,0,11436
"661","Quebec",2020-04-11,12292,615,289,48,0,0,12003
"662","Quebec",2020-04-12,12846,554,328,39,0,0,12518
"663","Quebec",2020-04-13,13557,711,360,32,0,0,13197
"664","Quebec",2020-04-14,14248,691,435,75,0,0,13813
"665","Quebec",2020-04-15,14860,612,487,52,0,0,14373
"666","Quebec",2020-04-16,15857,997,630,143,0,0,15227
"667","Quebec",2020-04-17,16798,941,688,58,0,0,16110
"668","Quebec",2020-04-18,17521,723,805,117,3315,3315,13401
"669","Quebec",2020-04-19,18357,836,877,72,3555,240,13925
"670","Quebec",2020-04-20,19319,962,939,62,3847,292,14533
"671","Quebec",2020-04-21,20126,807,1041,102,4048,201,15037
"672","Quebec",2020-04-22,20965,839,1134,93,4291,243,15540
"673","Quebec",2020-04-23,21838,873,1243,109,4484,193,16111
"674","Quebec",2020-04-24,22616,778,1340,97,4724,240,16552
"675","Quebec",2020-04-25,23267,651,1446,106,5057,333,16764
"676","Quebec",2020-04-26,24107,840,1515,69,5342,285,17250
"677","Quebec",2020-04-27,24982,875,1599,84,5517,175,17866
"678","Quebec",2020-04-28,25757,775,1682,83,5841,324,18234
"679","Quebec",2020-04-29,26594,837,1761,79,6048,207,18785
"680","Quebec",2020-04-30,27538,944,1859,98,6299,251,19380
"681","Quebec",2020-05-01,28648,1110,2022,163,6700,401,19926
"682","Quebec",2020-05-02,29656,1008,2136,114,6965,265,20555
"683","Quebec",2020-05-03,31865,2209,2205,69,7258,293,22402
"684","Quebec",2020-05-04,32623,758,2280,75,7578,320,22765
"685","Quebec",2020-05-05,33417,794,2398,118,7923,345,23096
"686","Quebec",2020-05-06,34327,910,2510,112,8284,361,23533
"687","Quebec",2020-05-07,35238,911,2631,121,8673,389,23934
"688","Quebec",2020-05-08,36150,912,2725,94,8928,255,24497
"689","Quebec",2020-05-09,36986,836,2786,61,9268,340,24932
"690","Quebec",2020-05-10,37721,735,2928,142,9526,258,25267
"691","Quebec",2020-05-11,38469,748,3013,85,9703,177,25753
"692","Quebec",2020-05-12,39225,756,3131,118,10056,353,26038
"693","Quebec",2020-05-13,39931,706,3220,89,10470,414,26241
"694","Quebec",2020-05-14,40724,793,3351,131,10829,359,26544
"695","Quebec",2020-05-15,41420,696,3401,50,11039,210,26980
"696","Quebec",2020-05-16,42183,763,3483,82,11458,419,27242
"697","Quebec",2020-05-17,42920,737,3562,79,11754,296,27604
"698","Quebec",2020-05-18,43627,707,3596,34,12045,291,27986
"699","Quebec",2020-05-19,44197,570,3647,51,12497,452,28053
"700","Quebec",2020-05-20,44775,578,3718,71,12822,325,28235
"701","Quebec",2020-05-21,45495,720,3800,82,13327,505,28368
"702","Quebec",2020-05-22,46141,646,3865,65,13819,492,28457
"703","Quebec",2020-05-23,46838,697,3940,75,14044,225,28854
"704","Quebec",2020-05-24,47411,573,3984,44,14331,287,29096
"705","Quebec",2020-05-25,47984,573,4069,85,14654,323,29261
"706","Quebec",2020-05-26,48598,614,4139,70,14999,345,29460
"707","Quebec",2020-05-27,49139,541,4228,89,15319,320,29592
"708","Quebec",2020-05-28,49702,563,4302,74,15618,299,29782
"709","Quebec",2020-05-29,50232,530,4363,61,15908,290,29961
"710","Quebec",2020-05-30,50651,419,4439,76,16070,162,30142
"711","Quebec",2020-05-31,51059,408,4641,202,16346,276,30072
"712","Quebec",2020-06-01,51354,295,4661,20,16597,251,30096
"713","Quebec",2020-06-02,51593,239,4713,52,16803,206,30077
"714","Saskatchewan",2020-03-11,0,0,0,0,0,0,0
"715","Saskatchewan",2020-03-12,0,1,0,0,0,0,0
"716","Saskatchewan",2020-03-13,0,0,0,0,0,0,0
"717","Saskatchewan",2020-03-14,0,1,0,0,0,0,0
"718","Saskatchewan",2020-03-15,0,0,0,0,0,0,0
"719","Saskatchewan",2020-03-16,1,4,0,0,0,0,1
"720","Saskatchewan",2020-03-17,2,1,0,0,0,0,2
"721","Saskatchewan",2020-03-18,2,1,0,0,0,0,2
"722","Saskatchewan",2020-03-19,8,12,0,0,0,0,8
"723","Saskatchewan",2020-03-20,8,6,0,0,0,0,8
"724","Saskatchewan",2020-03-21,25,18,0,0,0,0,25
"725","Saskatchewan",2020-03-22,33,8,0,0,0,0,33
"726","Saskatchewan",2020-03-23,65,14,0,0,0,0,65
"727","Saskatchewan",2020-03-24,72,6,0,0,0,0,72
"728","Saskatchewan",2020-03-25,86,14,0,0,0,0,86
"729","Saskatchewan",2020-03-26,95,9,0,0,3,0,92
"730","Saskatchewan",2020-03-27,104,9,0,0,3,0,101
"731","Saskatchewan",2020-03-28,134,30,0,0,3,0,131
"732","Saskatchewan",2020-03-29,134,0,0,0,4,1,130
"733","Saskatchewan",2020-03-30,175,41,2,2,14,10,159
"734","Saskatchewan",2020-03-31,184,9,2,0,21,7,161
"735","Saskatchewan",2020-04-01,193,9,3,1,30,9,160
"736","Saskatchewan",2020-04-02,206,13,3,0,36,6,167
"737","Saskatchewan",2020-04-03,220,14,3,0,0,0,217
"738","Saskatchewan",2020-04-04,231,11,3,0,0,0,228
"739","Saskatchewan",2020-04-05,249,18,3,0,55,0,191
"740","Saskatchewan",2020-04-06,253,4,3,0,81,26,169
"741","Saskatchewan",2020-04-07,260,7,3,0,0,0,257
"742","Saskatchewan",2020-04-08,271,11,3,0,0,0,268
"743","Saskatchewan",2020-04-09,278,7,3,0,0,0,275
"744","Saskatchewan",2020-04-10,285,7,3,0,0,0,282
"745","Saskatchewan",2020-04-11,289,4,4,1,0,0,285
"746","Saskatchewan",2020-04-12,296,9,4,0,0,0,292
"747","Saskatchewan",2020-04-13,300,2,4,0,0,0,296
"748","Saskatchewan",2020-04-14,301,1,4,0,0,0,297
"749","Saskatchewan",2020-04-15,304,3,4,0,0,0,300
"750","Saskatchewan",2020-04-16,305,1,4,0,0,0,301
"751","Saskatchewan",2020-04-17,306,2,4,0,0,0,302
"752","Saskatchewan",2020-04-18,310,6,4,0,234,234,72
"753","Saskatchewan",2020-04-19,314,2,4,0,234,0,76
"754","Saskatchewan",2020-04-20,316,1,4,0,238,4,74
"755","Saskatchewan",2020-04-21,320,4,4,0,252,14,64
"756","Saskatchewan",2020-04-22,326,6,4,0,261,9,61
"757","Saskatchewan",2020-04-23,331,5,4,0,270,9,57
"758","Saskatchewan",2020-04-24,341,10,4,0,280,10,57
"759","Saskatchewan",2020-04-25,347,8,4,0,288,8,55
"760","Saskatchewan",2020-04-26,353,4,4,0,288,0,61
"761","Saskatchewan",2020-04-27,365,12,5,1,288,0,72
"762","Saskatchewan",2020-04-28,366,1,5,0,291,3,70
"763","Saskatchewan",2020-04-29,383,17,6,1,291,0,86
"764","Saskatchewan",2020-04-30,389,6,6,0,295,4,88
"765","Saskatchewan",2020-05-01,415,26,6,0,297,2,112
"766","Saskatchewan",2020-05-02,421,6,6,0,302,5,113
"767","Saskatchewan",2020-05-03,433,12,6,0,305,3,122
"768","Saskatchewan",2020-05-04,467,34,6,0,307,2,154
"769","Saskatchewan",2020-05-05,487,20,6,0,310,3,171
"770","Saskatchewan",2020-05-06,512,25,6,0,312,2,194
"771","Saskatchewan",2020-05-07,531,19,6,0,329,17,196
"772","Saskatchewan",2020-05-08,544,13,6,0,335,6,203
"773","Saskatchewan",2020-05-09,553,9,6,0,340,5,207
"774","Saskatchewan",2020-05-10,564,11,6,0,349,9,209
"775","Saskatchewan",2020-05-11,568,4,6,0,363,14,199
"776","Saskatchewan",2020-05-12,573,5,6,0,374,11,193
"777","Saskatchewan",2020-05-13,577,4,6,0,385,11,186
"778","Saskatchewan",2020-05-14,582,5,6,0,398,13,178
"779","Saskatchewan",2020-05-15,590,8,6,0,408,10,176
"780","Saskatchewan",2020-05-16,591,1,6,0,433,25,152
"781","Saskatchewan",2020-05-17,592,1,6,0,444,11,142
"782","Saskatchewan",2020-05-18,592,0,6,0,455,11,131
"783","Saskatchewan",2020-05-19,599,7,6,0,470,15,123
"784","Saskatchewan",2020-05-20,620,21,6,0,470,0,144
"785","Saskatchewan",2020-05-21,622,2,7,1,509,39,106
"786","Saskatchewan",2020-05-22,627,5,7,0,521,12,99
"787","Saskatchewan",2020-05-23,630,3,7,0,535,14,88
"788","Saskatchewan",2020-05-24,632,2,7,0,538,3,87
"789","Saskatchewan",2020-05-25,634,2,7,0,546,8,81
"790","Saskatchewan",2020-05-26,634,0,8,1,549,3,77
"791","Saskatchewan",2020-05-27,637,3,10,2,559,10,68
"792","Saskatchewan",2020-05-28,639,2,10,0,568,9,61
"793","Saskatchewan",2020-05-29,641,2,10,0,570,2,61
"794","Saskatchewan",2020-05-30,645,4,10,0,580,10,55
"795","Saskatchewan",2020-05-31,646,1,11,1,582,2,53
"796","Saskatchewan",2020-06-01,646,0,11,0,588,6,47
"797","Saskatchewan",2020-06-02,646,0,11,0,602,14,33
"798","Northwest Territories",2020-03-11,0,0,0,0,0,0,0
"799","Northwest Territories",2020-03-12,0,0,0,0,0,0,0
"800","Northwest Territories",2020-03-13,0,0,0,0,0,0,0
"801","Northwest Territories",2020-03-14,0,0,0,0,0,0,0
"802","Northwest Territories",2020-03-15,0,0,0,0,0,0,0
"803","Northwest Territories",2020-03-16,0,0,0,0,0,0,0
"804","Northwest Territories",2020-03-17,0,0,0,0,0,0,0
"805","Northwest Territories",2020-03-18,0,0,0,0,0,0,0
"806","Northwest Territories",2020-03-19,0,0,0,0,0,0,0
"807","Northwest Territories",2020-03-20,0,0,0,0,0,0,0
"808","Northwest Territories",2020-03-21,1,1,0,0,0,0,1
"809","Northwest Territories",2020-03-22,1,0,0,0,0,0,1
"810","Northwest Territories",2020-03-23,1,0,0,0,0,0,1
"811","Northwest Territories",2020-03-24,1,0,0,0,0,0,1
"812","Northwest Territories",2020-03-25,1,0,0,0,0,0,1
"813","Northwest Territories",2020-03-26,1,0,0,0,0,0,1
"814","Northwest Territories",2020-03-27,1,0,0,0,0,0,1
"815","Northwest Territories",2020-03-28,1,0,0,0,0,0,1
"816","Northwest Territories",2020-03-29,1,0,0,0,0,0,1
"817","Northwest Territories",2020-03-30,1,0,0,0,0,0,1
"818","Northwest Territories",2020-03-31,1,0,0,0,0,0,1
"819","Northwest Territories",2020-04-01,2,1,0,0,0,0,2
"820","Northwest Territories",2020-04-02,2,0,0,0,0,0,2
"821","Northwest Territories",2020-04-03,4,2,0,0,0,0,4
"822","Northwest Territories",2020-04-04,4,0,0,0,0,0,4
"823","Northwest Territories",2020-04-05,4,0,0,0,1,0,3
"824","Northwest Territories",2020-04-06,5,1,0,0,1,0,4
"825","Northwest Territories",2020-04-07,5,0,0,0,0,0,5
"826","Northwest Territories",2020-04-08,5,0,0,0,0,0,5
"827","Northwest Territories",2020-04-09,5,0,0,0,0,0,5
"828","Northwest Territories",2020-04-10,5,0,0,0,0,0,5
"829","Northwest Territories",2020-04-11,5,0,0,0,0,0,5
"830","Northwest Territories",2020-04-12,5,0,0,0,0,0,5
"831","Northwest Territories",2020-04-13,5,0,0,0,0,0,5
"832","Northwest Territories",2020-04-14,5,0,0,0,0,0,5
"833","Northwest Territories",2020-04-15,5,0,0,0,0,0,5
"834","Northwest Territories",2020-04-16,5,0,0,0,0,0,5
"835","Northwest Territories",2020-04-17,5,0,0,0,0,0,5
"836","Northwest Territories",2020-04-18,5,0,0,0,3,3,2
"837","Northwest Territories",2020-04-19,5,0,0,0,3,0,2
"838","Northwest Territories",2020-04-20,5,0,0,0,5,2,0
"839","Northwest Territories",2020-04-21,5,0,0,0,5,0,0
"840","Northwest Territories",2020-04-22,5,0,0,0,5,0,0
"841","Northwest Territories",2020-04-23,5,0,0,0,5,0,0
"842","Northwest Territories",2020-04-24,5,0,0,0,5,0,0
"843","Northwest Territories",2020-04-25,5,0,0,0,5,0,0
"844","Northwest Territories",2020-04-26,5,0,0,0,5,0,0
"845","Northwest Territories",2020-04-27,5,0,0,0,5,0,0
"846","Northwest Territories",2020-04-28,5,0,0,0,5,0,0
"847","Northwest Territories",2020-04-29,5,0,0,0,5,0,0
"848","Northwest Territories",2020-04-30,5,0,0,0,5,0,0
"849","Northwest Territories",2020-05-01,5,0,0,0,5,0,0
"850","Northwest Territories",2020-05-02,5,0,0,0,5,0,0
"851","Northwest Territories",2020-05-03,5,0,0,0,5,0,0
"852","Northwest Territories",2020-05-04,5,0,0,0,5,0,0
"853","Northwest Territories",2020-05-05,5,0,0,0,5,0,0
"854","Northwest Territories",2020-05-06,5,0,0,0,5,0,0
"855","Northwest Territories",2020-05-07,5,0,0,0,5,0,0
"856","Northwest Territories",2020-05-08,5,0,0,0,5,0,0
"857","Northwest Territories",2020-05-09,5,0,0,0,5,0,0
"858","Northwest Territories",2020-05-10,5,0,0,0,5,0,0
"859","Northwest Territories",2020-05-11,5,0,0,0,5,0,0
"860","Northwest Territories",2020-05-12,5,0,0,0,5,0,0
"861","Northwest Territories",2020-05-13,5,0,0,0,5,0,0
"862","Northwest Territories",2020-05-14,5,0,0,0,5,0,0
"863","Northwest Territories",2020-05-15,5,0,0,0,5,0,0
"864","Northwest Territories",2020-05-16,5,0,0,0,5,0,0
"865","Northwest Territories",2020-05-17,5,0,0,0,5,0,0
"866","Northwest Territories",2020-05-18,5,0,0,0,5,0,0
"867","Northwest Territories",2020-05-19,5,0,0,0,5,0,0
"868","Northwest Territories",2020-05-20,5,0,0,0,5,0,0
"869","Northwest Territories",2020-05-21,5,0,0,0,5,0,0
"870","Northwest Territories",2020-05-22,5,0,0,0,5,0,0
"871","Northwest Territories",2020-05-23,5,0,0,0,5,0,0
"872","Northwest Territories",2020-05-24,5,0,0,0,5,0,0
"873","Northwest Territories",2020-05-25,5,0,0,0,5,0,0
"874","Northwest Territories",2020-05-26,5,0,0,0,5,0,0
"875","Northwest Territories",2020-05-27,5,0,0,0,5,0,0
"876","Northwest Territories",2020-05-28,5,0,0,0,5,0,0
"877","Northwest Territories",2020-05-29,5,0,0,0,5,0,0
"878","Northwest Territories",2020-05-30,5,0,0,0,5,0,0
"879","Northwest Territories",2020-05-31,5,0,0,0,5,0,0
"880","Northwest Territories",2020-06-01,5,0,0,0,5,0,0
"881","Northwest Territories",2020-06-02,5,0,0,0,5,0,0
"882","Nunavut",2020-03-11,0,0,0,0,0,0,0
"883","Nunavut",2020-03-12,0,0,0,0,0,0,0
"884","Nunavut",2020-03-13,0,0,0,0,0,0,0
"885","Nunavut",2020-03-14,0,0,0,0,0,0,0
"886","Nunavut",2020-03-15,0,0,0,0,0,0,0
"887","Nunavut",2020-03-16,0,0,0,0,0,0,0
"888","Nunavut",2020-03-17,0,0,0,0,0,0,0
"889","Nunavut",2020-03-18,0,0,0,0,0,0,0
"890","Nunavut",2020-03-19,0,0,0,0,0,0,0
"891","Nunavut",2020-03-20,0,0,0,0,0,0,0
"892","Nunavut",2020-03-21,0,0,0,0,0,0,0
"893","Nunavut",2020-03-22,0,0,0,0,0,0,0
"894","Nunavut",2020-03-23,0,0,0,0,0,0,0
"895","Nunavut",2020-03-24,0,0,0,0,0,0,0
"896","Nunavut",2020-03-25,0,0,0,0,0,0,0
"897","Nunavut",2020-03-26,0,0,0,0,0,0,0
"898","Nunavut",2020-03-27,0,0,0,0,0,0,0
"899","Nunavut",2020-03-28,0,0,0,0,0,0,0
"900","Nunavut",2020-03-29,0,0,0,0,0,0,0
"901","Nunavut",2020-03-30,0,0,0,0,0,0,0
"902","Nunavut",2020-03-31,0,0,0,0,0,0,0
"903","Nunavut",2020-04-01,0,0,0,0,0,0,0
"904","Nunavut",2020-04-02,0,0,0,0,0,0,0
"905","Nunavut",2020-04-03,0,0,0,0,0,0,0
"906","Nunavut",2020-04-04,0,0,0,0,0,0,0
"907","Nunavut",2020-04-05,0,0,0,0,0,0,0
"908","Nunavut",2020-04-06,0,0,0,0,0,0,0
"909","Nunavut",2020-04-07,0,0,0,0,0,0,0
"910","Nunavut",2020-04-08,0,0,0,0,0,0,0
"911","Nunavut",2020-04-09,0,0,0,0,0,0,0
"912","Nunavut",2020-04-10,0,0,0,0,0,0,0
"913","Nunavut",2020-04-11,0,0,0,0,0,0,0
"914","Nunavut",2020-04-12,0,0,0,0,0,0,0
"915","Nunavut",2020-04-13,0,0,0,0,0,0,0
"916","Nunavut",2020-04-14,0,0,0,0,0,0,0
"917","Nunavut",2020-04-15,0,0,0,0,0,0,0
"918","Nunavut",2020-04-16,0,0,0,0,0,0,0
"919","Nunavut",2020-04-17,0,0,0,0,0,0,0
"920","Nunavut",2020-04-18,0,0,0,0,0,0,0
"921","Nunavut",2020-04-19,0,0,0,0,0,0,0
"922","Nunavut",2020-04-20,0,0,0,0,0,0,0
"923","Nunavut",2020-04-21,0,0,0,0,0,0,0
"924","Nunavut",2020-04-22,0,0,0,0,0,0,0
"925","Nunavut",2020-04-23,0,0,0,0,0,0,0
"926","Nunavut",2020-04-24,0,0,0,0,0,0,0
"927","Nunavut",2020-04-25,0,0,0,0,0,0,0
"928","Nunavut",2020-04-26,0,0,0,0,0,0,0
"929","Nunavut",2020-04-27,0,0,0,0,0,0,0
"930","Nunavut",2020-04-28,0,0,0,0,0,0,0
"931","Nunavut",2020-04-29,0,0,0,0,0,0,0
"932","Nunavut",2020-04-30,0,0,0,0,0,0,0
"933","Nunavut",2020-05-01,0,0,0,0,0,0,0
"934","Nunavut",2020-05-02,0,0,0,0,0,0,0
"935","Nunavut",2020-05-03,0,0,0,0,0,0,0
"936","Nunavut",2020-05-04,0,0,0,0,0,0,0
"937","Nunavut",2020-05-05,0,0,0,0,0,0,0
"938","Nunavut",2020-05-06,0,0,0,0,0,0,0
"939","Nunavut",2020-05-07,0,0,0,0,0,0,0
"940","Nunavut",2020-05-08,0,0,0,0,0,0,0
"941","Nunavut",2020-05-09,0,0,0,0,0,0,0
"942","Nunavut",2020-05-10,0,0,0,0,0,0,0
"943","Nunavut",2020-05-11,0,0,0,0,0,0,0
"944","Nunavut",2020-05-12,0,0,0,0,0,0,0
"945","Nunavut",2020-05-13,0,0,0,0,0,0,0
"946","Nunavut",2020-05-14,0,0,0,0,0,0,0
"947","Nunavut",2020-05-15,0,0,0,0,0,0,0
"948","Nunavut",2020-05-16,0,0,0,0,0,0,0
"949","Nunavut",2020-05-17,0,0,0,0,0,0,0
"950","Nunavut",2020-05-18,0,0,0,0,0,0,0
"951","Nunavut",2020-05-19,0,0,0,0,0,0,0
"952","Nunavut",2020-05-20,0,0,0,0,0,0,0
"953","Nunavut",2020-05-21,0,0,0,0,0,0,0
"954","Nunavut",2020-05-22,0,0,0,0,0,0,0
"955","Nunavut",2020-05-23,0,0,0,0,0,0,0
"956","Nunavut",2020-05-24,0,0,0,0,0,0,0
"957","Nunavut",2020-05-25,0,0,0,0,0,0,0
"958","Nunavut",2020-05-26,0,0,0,0,0,0,0
"959","Nunavut",2020-05-27,0,0,0,0,0,0,0
"960","Nunavut",2020-05-28,0,0,0,0,0,0,0
"961","Nunavut",2020-05-29,0,0,0,0,0,0,0
"962","Nunavut",2020-05-30,0,0,0,0,0,0,0
"963","Nunavut",2020-05-31,0,0,0,0,0,0,0
"964","Nunavut",2020-06-01,0,0,0,0,0,0,0
"965","Nunavut",2020-06-02,0,0,0,0,0,0,0
"966","Prince Edward Island",2020-03-11,0,0,0,0,0,0,0
"967","Prince Edward Island",2020-03-12,0,0,0,0,0,0,0
"968","Prince Edward Island",2020-03-13,0,0,0,0,0,0,0
"969","Prince Edward Island",2020-03-14,0,0,0,0,0,0,0
"970","Prince Edward Island",2020-03-15,1,1,0,0,0,0,1
"971","Prince Edward Island",2020-03-16,1,0,0,0,0,0,1
"972","Prince Edward Island",2020-03-17,1,0,0,0,0,0,1
"973","Prince Edward Island",2020-03-18,1,0,0,0,0,0,1
"974","Prince Edward Island",2020-03-19,2,1,0,0,0,0,2
"975","Prince Edward Island",2020-03-20,2,0,0,0,0,0,2
"976","Prince Edward Island",2020-03-21,2,0,0,0,0,0,2
"977","Prince Edward Island",2020-03-22,3,1,0,0,0,0,3
"978","Prince Edward Island",2020-03-23,3,0,0,0,0,0,3
"979","Prince Edward Island",2020-03-24,3,0,0,0,0,0,3
"980","Prince Edward Island",2020-03-25,5,2,0,0,0,0,5
"981","Prince Edward Island",2020-03-26,9,4,0,0,1,0,8
"982","Prince Edward Island",2020-03-27,11,2,0,0,1,0,10
"983","Prince Edward Island",2020-03-28,11,0,0,0,1,0,10
