"","province","date","score","cfr"
"607","Saskatchewan",2020-03-19,44,0
"608","Saskatchewan",2020-03-20,55,0
"609","Saskatchewan",2020-03-21,63,0
"610","Saskatchewan",2020-03-22,65,0
"611","Saskatchewan",2020-03-23,68,0
"612","Saskatchewan",2020-03-24,85,0
"613","Saskatchewan",2020-03-25,81,0
"614","Saskatchewan",2020-03-26,76,0
"615","Saskatchewan",2020-03-27,76,1.8348623853211
"616","Saskatchewan",2020-03-28,73,1.78571428571429
"617","Saskatchewan",2020-03-29,68,2.80373831775701
"618","Saskatchewan",2020-03-30,74,2.7027027027027
"619","Saskatchewan",2020-03-31,85,2.58620689655172
"620","Saskatchewan",2020-04-01,88,3.09278350515464
"621","Saskatchewan",2020-04-02,85,2.60869565217391
"622","Saskatchewan",2020-04-03,81,1.28205128205128
"623","Saskatchewan",2020-04-04,90,1.31578947368421
"624","Saskatchewan",2020-04-05,84,0
"625","Saskatchewan",2020-04-06,85,0
"626","Saskatchewan",2020-04-07,73,0
"627","Saskatchewan",2020-04-08,80,1.72413793103448
"628","Saskatchewan",2020-04-09,50,2.04081632653061
"629","Saskatchewan",2020-04-10,100,2.12765957446809
"630","Saskatchewan",2020-04-11,78,2.4390243902439
"631","Saskatchewan",2020-04-12,95,3.03030303030303
"632","Saskatchewan",2020-04-13,87,3.7037037037037
"633","Saskatchewan",2020-04-14,70,4.54545454545455
"634","Saskatchewan",2020-04-15,68,0
"635","Saskatchewan",2020-04-16,67,0
"636","Saskatchewan",2020-04-17,74,0
"637","Saskatchewan",2020-04-18,73,0
"638","Saskatchewan",2020-04-19,63,0
"639","Saskatchewan",2020-04-20,62,0
"640","Saskatchewan",2020-04-21,51,0
"641","Saskatchewan",2020-04-22,62,0
"642","Saskatchewan",2020-04-23,56,0
"643","Saskatchewan",2020-04-24,71,2.04081632653061
"644","Saskatchewan",2020-04-25,52,2.17391304347826
"645","Saskatchewan",2020-04-26,67,3.50877192982456
"646","Saskatchewan",2020-04-27,52,3.44827586206897
"647","Saskatchewan",2020-04-28,45,2.7027027027027
"648","Saskatchewan",2020-04-29,44,2.77777777777778
"649","Saskatchewan",2020-04-30,41,2.5
"650","Saskatchewan",2020-05-01,63,0.980392156862745
"651","Saskatchewan",2020-05-02,49,0.826446280991736
"652","Saskatchewan",2020-05-03,47,0
"653","Saskatchewan",2020-05-04,49,0
"654","Saskatchewan",2020-05-05,43,0
"655","Saskatchewan",2020-05-06,39,0
"656","Saskatchewan",2020-05-07,37,0
"657","Saskatchewan",2020-05-08,62,0
"658","Saskatchewan",2020-05-09,54,0
"659","Saskatchewan",2020-05-10,31,0
"660","Saskatchewan",2020-05-11,49,0
"661","Saskatchewan",2020-05-12,47,0
"662","Saskatchewan",2020-05-13,41,0
"663","Saskatchewan",2020-05-14,27,0
"664","Saskatchewan",2020-05-15,33,0
"665","Saskatchewan",2020-05-16,24,0
"666","Saskatchewan",2020-05-17,20,0
"667","Saskatchewan",2020-05-18,45,2.5
"668","Saskatchewan",2020-05-19,21,2.7027027027027
"669","Saskatchewan",2020-05-20,33,2.56410256410256
"670","Saskatchewan",2020-05-21,24,2.5
"671","Saskatchewan",2020-05-22,31,2.38095238095238
"672","Saskatchewan",2020-05-23,27,5.71428571428571
"673","Saskatchewan",2020-05-24,3,23.5294117647059
"674","Saskatchewan",2020-05-25,15,17.6470588235294
