"","province","date","cfr","retail_recreation","grocery_pharmacy","parks","transit","workplaces","residential"
"673","Saskatchewan",2020-05-09,0,-36,4,-8,-45,-25,11
"674","Saskatchewan",2020-05-10,0,-23,1,76,-41,-20,5
"675","Saskatchewan",2020-05-11,0,-28,-7,65,-49,-41,13
"676","Saskatchewan",2020-05-12,0,-29,-5,72,-45,-41,14
"677","Saskatchewan",2020-05-13,0,-27,4,75,-44,-40,14
"678","Saskatchewan",2020-05-14,0,-22,8,128,-39,-41,13
"679","Saskatchewan",2020-05-15,0,-27,5,100,-38,-42,12
"680","Saskatchewan",2020-05-16,0,-32,-1,121,-28,-23,5
"681","Saskatchewan",2020-05-17,0,-28,-5,163,-36,-22,4
"682","Saskatchewan",2020-05-18,2.5,-32,-12,155,-56,-75,16
"683","Saskatchewan",2020-05-19,2.7027027027027,-16,10,124,-36,-40,11
"684","Saskatchewan",2020-05-20,2.56410256410256,-14,15,50,-43,-39,13
"685","Saskatchewan",2020-05-21,2.5,-12,20,80,-38,-39,13
"686","Saskatchewan",2020-05-22,2.38095238095238,-21,8,83,-36,-37,12
"687","Saskatchewan",2020-05-23,5.71428571428571,-24,6,68,-27,-14,6
"688","Saskatchewan",2020-05-24,23.5294117647059,-19,3,197,-24,-16,3
"689","Saskatchewan",2020-05-25,17.6470588235294,-13,11,151,-38,-39,10
